,state_district,post,phase2,pct_rural,pct_urban,count,hw70_mean,hw71_mean,hw72_mean,stunting_pct,underweight_pct,wasting_pct,scst,state,district,matched_census_district,merge_state,merge_district,Literate_Prop,SCST_Prop,Population
35,andhra pradesh - srikakulam,1,0,72.3076923076923,27.692307692307693,13,-90.92307692307692,-133.76923076923077,-119.6153846153846,15.384615384615383,30.76923076923077,15.384615384615383,1,andhra pradesh,srikakulam,srikakulam,andhra pradesh,srikakulam,0.5532067829917643,0.1560355945032285,2703114.0
36,andhra pradesh - visakhapatnam,0,0,57.71812080536913,42.28187919463088,111,-126.8018018018018,-145.75675675675674,-103.17117117117115,27.927927927927925,33.33333333333333,18.01801801801802,0,andhra pradesh,visakhapatnam,visakhapatnam,andhra pradesh,visakhapatnam,0.598577258273864,0.22094542264476974,4290589.0
37,andhra pradesh - visakhapatnam,0,0,57.71812080536913,42.28187919463088,38,-132.3684210526316,-156.68421052631578,-116.63157894736842,34.21052631578947,34.21052631578947,18.421052631578945,1,andhra pradesh,visakhapatnam,visakhapatnam,andhra pradesh,visakhapatnam,0.598577258273864,0.22094542264476974,4290589.0
38,andhra pradesh - visakhapatnam,1,0,56.73758865248227,43.26241134751773,101,-113.8019801980198,-121.03960396039604,-84.15841584158416,32.67326732673268,30.69306930693069,20.792079207920796,0,andhra pradesh,visakhapatnam,visakhapatnam,andhra pradesh,visakhapatnam,0.598577258273864,0.22094542264476974,4290589.0
39,andhra pradesh - visakhapatnam,1,0,56.73758865248227,43.26241134751773,40,-120.975,-150.5,-116.875,37.5,42.5,20.0,1,andhra pradesh,visakhapatnam,visakhapatnam,andhra pradesh,visakhapatnam,0.598577258273864,0.22094542264476974,4290589.0
40,andhra pradesh - vizianagaram,0,0,85.0,15.0,151,-150.65562913907286,-159.50993377483445,-106.74834437086092,37.74834437086093,33.77483443708609,16.55629139072848,0,andhra pradesh,vizianagaram,vizianagaram,andhra pradesh,vizianagaram,0.5282157106455435,0.20613749608654222,2344474.0
41,andhra pradesh - vizianagaram,0,0,85.0,15.0,49,-165.24489795918367,-168.46938775510205,-108.3265306122449,40.81632653061224,38.775510204081634,22.448979591836736,1,andhra pradesh,vizianagaram,vizianagaram,andhra pradesh,vizianagaram,0.5282157106455435,0.20613749608654222,2344474.0
42,andhra pradesh - vizianagaram,1,0,80.23952095808383,19.760479041916167,125,-133.992,-130.896,-76.208,32.800000000000004,28.000000000000004,15.2,0,andhra pradesh,vizianagaram,vizianagaram,andhra pradesh,vizianagaram,0.5282157106455435,0.20613749608654222,2344474.0
43,andhra pradesh - vizianagaram,1,0,80.23952095808383,19.760479041916167,42,-174.38095238095238,-179.5952380952381,-117.61904761904762,45.23809523809524,40.47619047619048,30.952380952380956,1,andhra pradesh,vizianagaram,vizianagaram,andhra pradesh,vizianagaram,0.5282157106455435,0.20613749608654222,2344474.0
44,andhra pradesh - west godavari,0,0,89.83050847457628,10.16949152542373,101,-121.44554455445544,-145.990099009901,-110.95049504950497,31.683168316831683,28.71287128712871,18.81188118811881,0,andhra pradesh,west godavari,west godavari,andhra pradesh,west godavari,0.6737139716218021,0.23387806752712623,3936966.0
45,andhra pradesh - west godavari,0,0,89.83050847457628,10.16949152542373,17,-122.17647058823528,-108.94117647058825,-33.23529411764706,23.52941176470588,29.411764705882355,0.0,1,andhra pradesh,west godavari,west godavari,andhra pradesh,west godavari,0.6737139716218021,0.23387806752712623,3936966.0
46,andhra pradesh - west godavari,1,0,83.82352941176471,16.176470588235293,104,-111.40384615384616,-101.3076923076923,-49.36538461538461,27.884615384615387,20.192307692307693,8.653846153846153,0,andhra pradesh,west godavari,west godavari,andhra pradesh,west godavari,0.6737139716218021,0.23387806752712623,3936966.0
47,andhra pradesh - west godavari,1,0,83.82352941176471,16.176470588235293,32,-167.34375,-141.40625,-61.125,40.625,21.875,18.75,1,andhra pradesh,west godavari,west godavari,andhra pradesh,west godavari,0.6737139716218021,0.23387806752712623,3936966.0
48,andhra pradesh - y.s.r.,0,0,58.992805755395686,41.00719424460432,118,-138.22033898305085,-139.77966101694915,-87.71186440677967,34.74576271186441,28.8135593220339,14.40677966101695,0,andhra pradesh,y.s.r.,y.s.r.,andhra pradesh,y.s.r.,0.5955887123157265,0.18792222917228252,2882469.0
49,andhra pradesh - y.s.r.,0,0,58.992805755395686,41.00719424460432,21,-167.47619047619048,-211.6190476190476,-161.23809523809524,38.095238095238095,47.61904761904761,28.57142857142857,1,andhra pradesh,y.s.r.,y.s.r.,andhra pradesh,y.s.r.,0.5955887123157265,0.18792222917228252,2882469.0
50,andhra pradesh - y.s.r.,1,0,74.61139896373057,25.38860103626943,134,-137.51492537313433,-124.54477611940298,-65.92537313432835,33.582089552238806,21.64179104477612,11.940298507462686,0,andhra pradesh,y.s.r.,y.s.r.,andhra pradesh,y.s.r.,0.5955887123157265,0.18792222917228252,2882469.0
51,andhra pradesh - y.s.r.,1,0,74.61139896373057,25.38860103626943,59,-181.28813559322035,-155.72881355932202,-78.35593220338983,37.28813559322034,25.42372881355932,11.864406779661016,1,andhra pradesh,y.s.r.,y.s.r.,andhra pradesh,y.s.r.,0.5955887123157265,0.18792222917228252,2882469.0
52,arunachal pradesh - anjaw,0,1,92.56198347107438,7.43801652892562,9,-66.11111111111111,-27.22222222222222,24.444444444444443,11.11111111111111,11.11111111111111,0.0,0,arunachal pradesh,anjaw,anjaw,arunachal pradesh,anjaw,0.4719610714791893,0.7772003590494638,21167.0
53,arunachal pradesh - anjaw,0,1,92.56198347107438,7.43801652892562,112,-75.1875,-74.17857142857143,-42.05357142857143,27.67857142857143,13.392857142857142,19.642857142857142,1,arunachal pradesh,anjaw,anjaw,arunachal pradesh,anjaw,0.4719610714791893,0.7772003590494638,21167.0
54,arunachal pradesh - anjaw,1,1,93.23308270676692,6.7669172932330826,6,-255.0,-95.83333333333331,65.33333333333333,66.66666666666666,16.666666666666664,0.0,0,arunachal pradesh,anjaw,anjaw,arunachal pradesh,anjaw,0.4719610714791893,0.7772003590494638,21167.0
55,arunachal pradesh - anjaw,1,1,93.23308270676692,6.7669172932330826,127,-47.574803149606296,-62.874015748031496,-52.09448818897638,23.62204724409449,16.535433070866144,15.748031496062993,1,arunachal pradesh,anjaw,anjaw,arunachal pradesh,anjaw,0.4719610714791893,0.7772003590494638,21167.0
56,arunachal pradesh - changlang,0,1,82.75862068965517,17.24137931034483,52,-122.28846153846152,-152.67307692307693,-123.3653846153846,26.923076923076923,34.61538461538461,23.07692307692308,0,arunachal pradesh,changlang,changlang,arunachal pradesh,changlang,0.493665079000985,0.3634854883758585,148226.0
57,arunachal pradesh - changlang,0,1,82.75862068965517,17.24137931034483,35,-124.94285714285714,-110.88571428571429,-59.68571428571428,14.285714285714285,14.285714285714285,5.714285714285714,1,arunachal pradesh,changlang,changlang,arunachal pradesh,changlang,0.493665079000985,0.3634854883758585,148226.0
58,arunachal pradesh - changlang,1,1,76.5432098765432,23.456790123456788,65,-69.15384615384616,-80.98461538461538,-63.246153846153845,16.923076923076923,18.461538461538463,18.461538461538463,0,arunachal pradesh,changlang,changlang,arunachal pradesh,changlang,0.493665079000985,0.3634854883758585,148226.0
59,arunachal pradesh - changlang,1,1,76.5432098765432,23.456790123456788,16,-98.9375,-85.875,-39.625,18.75,18.75,12.5,1,arunachal pradesh,changlang,changlang,arunachal pradesh,changlang,0.493665079000985,0.3634854883758585,148226.0
60,arunachal pradesh - dibang valley,0,1,84.78260869565217,15.217391304347828,6,-179.0,-118.33333333333331,-11.5,16.666666666666664,16.666666666666664,0.0,0,arunachal pradesh,dibang valley,dibang valley,arunachal pradesh,dibang valley,0.5542228885557221,0.7122688655672164,8004.0
61,arunachal pradesh - dibang valley,0,1,84.78260869565217,15.217391304347828,86,-166.77906976744185,-111.59302325581396,-26.46511627906977,43.02325581395349,16.27906976744186,6.976744186046512,1,arunachal pradesh,dibang valley,dibang valley,arunachal pradesh,dibang valley,0.5542228885557221,0.7122688655672164,8004.0
62,arunachal pradesh - dibang valley,1,1,66.23376623376623,33.76623376623377,3,143.0,58.66666666666666,-5.666666666666667,0.0,0.0,33.33333333333333,0,arunachal pradesh,dibang valley,dibang valley,arunachal pradesh,dibang valley,0.5542228885557221,0.7122688655672164,8004.0
63,arunachal pradesh - dibang valley,1,1,66.23376623376623,33.76623376623377,74,-30.62162162162162,-54.9054054054054,-48.17567567567568,16.216216216216218,13.513513513513514,20.27027027027027,1,arunachal pradesh,dibang valley,dibang valley,arunachal pradesh,dibang valley,0.5542228885557221,0.7122688655672164,8004.0
64,arunachal pradesh - east siang,0,0,60.0,40.0,5,-16.8,-55.0,-43.0,20.0,0.0,0.0,0,arunachal pradesh,east siang,east siang,arunachal pradesh,east siang,0.6307174390710988,0.7053339246477311,99214.0
65,arunachal pradesh - east siang,0,0,60.0,40.0,30,-101.43333333333334,-104.7,-70.5,20.0,23.33333333333333,20.0,1,arunachal pradesh,east siang,east siang,arunachal pradesh,east siang,0.6307174390710988,0.7053339246477311,99214.0
66,arunachal pradesh - east siang,1,0,53.48837209302325,46.51162790697674,6,-41.333333333333336,-158.33333333333334,-144.5,50.0,50.0,33.33333333333333,0,arunachal pradesh,east siang,east siang,arunachal pradesh,east siang,0.6307174390710988,0.7053339246477311,99214.0
67,arunachal pradesh - east siang,1,0,53.48837209302325,46.51162790697674,37,-147.24324324324326,-53.2972972972973,41.62162162162162,40.54054054054054,16.216216216216218,5.405405405405405,1,arunachal pradesh,east siang,east siang,arunachal pradesh,east siang,0.6307174390710988,0.7053339246477311,99214.0
68,arunachal pradesh - lohit,0,1,80.60344827586206,19.39655172413793,171,-96.42690058479532,-123.53801169590643,-99.60818713450293,28.654970760233915,27.485380116959064,25.730994152046783,0,arunachal pradesh,lohit,lohit,arunachal pradesh,lohit,0.5699875108079546,0.3253365905878155,145726.0
69,arunachal pradesh - lohit,0,1,80.60344827586206,19.39655172413793,61,-75.75409836065573,-100.65573770491804,-82.40983606557377,21.311475409836063,18.0327868852459,21.311475409836063,1,arunachal pradesh,lohit,lohit,arunachal pradesh,lohit,0.5699875108079546,0.3253365905878155,145726.0
70,arunachal pradesh - lohit,1,1,67.90123456790124,32.098765432098766,64,-86.390625,-55.640625,-9.0,15.625,9.375,9.375,0,arunachal pradesh,lohit,lohit,arunachal pradesh,lohit,0.5699875108079546,0.3253365905878155,145726.0
71,arunachal pradesh - lohit,1,1,67.90123456790124,32.098765432098766,98,-98.79591836734694,-57.57142857142857,-3.877551020408163,26.53061224489796,9.183673469387756,14.285714285714285,1,arunachal pradesh,lohit,lohit,arunachal pradesh,lohit,0.5699875108079546,0.3253365905878155,145726.0
72,arunachal pradesh - lower dibang valley,0,1,70.4225352112676,29.577464788732392,38,-107.94736842105264,-71.07894736842105,-14.394736842105264,23.684210526315788,13.157894736842104,21.052631578947366,0,arunachal pradesh,lower dibang valley,lower dibang valley,arunachal pradesh,lower dibang valley,0.5889238165680474,0.48028846153846155,54080.0
73,arunachal pradesh - lower dibang valley,0,1,70.4225352112676,29.577464788732392,33,-97.12121212121212,-104.84848484848484,-73.6969696969697,21.21212121212121,12.12121212121212,21.21212121212121,1,arunachal pradesh,lower dibang valley,lower dibang valley,arunachal pradesh,lower dibang valley,0.5889238165680474,0.48028846153846155,54080.0
74,arunachal pradesh - lower dibang valley,1,1,72.3076923076923,27.692307692307693,19,-63.68421052631579,-52.526315789473685,-29.0,5.263157894736842,5.263157894736842,5.263157894736842,0,arunachal pradesh,lower dibang valley,lower dibang valley,arunachal pradesh,lower dibang valley,0.5889238165680474,0.48028846153846155,54080.0
75,arunachal pradesh - lower dibang valley,1,1,72.3076923076923,27.692307692307693,46,-56.34782608695652,-38.02173913043478,-4.434782608695652,10.869565217391305,6.521739130434782,6.521739130434782,1,arunachal pradesh,lower dibang valley,lower dibang valley,arunachal pradesh,lower dibang valley,0.5889238165680474,0.48028846153846155,54080.0
76,arunachal pradesh - lower subansiri,0,0,85.0,15.0,6,-28.166666666666668,-101.83333333333331,-125.33333333333331,16.666666666666664,16.666666666666664,33.33333333333333,0,arunachal pradesh,lower subansiri,lower subansiri,arunachal pradesh,lower subansiri,0.651053835962905,0.8781283873298807,83030.0
77,arunachal pradesh - lower subansiri,0,0,85.0,15.0,14,11.785714285714286,-32.357142857142854,-53.85714285714285,14.285714285714285,0.0,14.285714285714285,1,arunachal pradesh,lower subansiri,lower subansiri,arunachal pradesh,lower subansiri,0.651053835962905,0.8781283873298807,83030.0
78,arunachal pradesh - lower subansiri,1,0,35.714285714285715,64.28571428571429,2,-164.0,-108.5,-11.5,0.0,0.0,0.0,0,arunachal pradesh,lower subansiri,lower subansiri,arunachal pradesh,lower subansiri,0.651053835962905,0.8781283873298807,83030.0
79,arunachal pradesh - lower subansiri,1,0,35.714285714285715,64.28571428571429,12,-49.75,-48.833333333333336,-24.25,16.666666666666664,8.333333333333332,8.333333333333332,1,arunachal pradesh,lower subansiri,lower subansiri,arunachal pradesh,lower subansiri,0.651053835962905,0.8781283873298807,83030.0
80,arunachal pradesh - tirap,0,1,28.57142857142857,71.42857142857143,5,-144.6,-117.2,-58.2,40.0,0.0,0.0,0,arunachal pradesh,tirap,tirap,arunachal pradesh,tirap,0.42843491850859566,0.8785175262335343,111975.0
81,arunachal pradesh - tirap,0,1,28.57142857142857,71.42857142857143,9,-168.33333333333334,-34.44444444444444,68.55555555555556,22.22222222222222,0.0,11.11111111111111,1,arunachal pradesh,tirap,tirap,arunachal pradesh,tirap,0.42843491850859566,0.8785175262335343,111975.0
82,arunachal pradesh - tirap,1,1,27.77777777777778,72.22222222222221,13,-140.3846153846154,-102.15384615384616,-47.76923076923077,46.15384615384615,23.07692307692308,15.384615384615383,0,arunachal pradesh,tirap,tirap,arunachal pradesh,tirap,0.42843491850859566,0.8785175262335343,111975.0
83,arunachal pradesh - tirap,1,1,27.77777777777778,72.22222222222221,23,-180.30434782608697,-92.91304347826087,21.0,56.52173913043478,13.043478260869565,4.3478260869565215,1,arunachal pradesh,tirap,tirap,arunachal pradesh,tirap,0.42843491850859566,0.8785175262335343,111975.0
84,arunachal pradesh - upper siang,0,0,61.11111111111112,38.88888888888889,2,-418.0,-78.0,293.0,100.0,50.0,0.0,0,arunachal pradesh,upper siang,upper siang,arunachal pradesh,upper siang,0.5151472253680635,0.8060022650056625,35320.0
85,arunachal pradesh - upper siang,0,0,61.11111111111112,38.88888888888889,16,-122.9375,-64.25,8.0,43.75,6.25,12.5,1,arunachal pradesh,upper siang,upper siang,arunachal pradesh,upper siang,0.5151472253680635,0.8060022650056625,35320.0
86,arunachal pradesh - upper siang,1,0,37.5,62.5,3,-57.66666666666666,-83.66666666666667,-70.66666666666667,33.33333333333333,33.33333333333333,33.33333333333333,0,arunachal pradesh,upper siang,upper siang,arunachal pradesh,upper siang,0.5151472253680635,0.8060022650056625,35320.0
87,arunachal pradesh - upper siang,1,0,37.5,62.5,13,-162.84615384615384,-67.76923076923077,27.923076923076923,30.76923076923077,23.07692307692308,7.6923076923076925,1,arunachal pradesh,upper siang,upper siang,arunachal pradesh,upper siang,0.5151472253680635,0.8060022650056625,35320.0
88,arunachal pradesh - upper subansiri,0,0,50.0,50.0,1,408.0,103.0,-210.0,0.0,0.0,100.0,0,arunachal pradesh,upper subansiri,upper subansiri,arunachal pradesh,upper subansiri,0.5425893969897421,0.9385845077173809,83448.0
89,arunachal pradesh - upper subansiri,0,0,50.0,50.0,5,-252.2,-191.0,-54.4,60.0,40.0,0.0,1,arunachal pradesh,upper subansiri,upper subansiri,arunachal pradesh,upper subansiri,0.5425893969897421,0.9385845077173809,83448.0
90,arunachal pradesh - upper subansiri,1,0,66.66666666666666,33.33333333333333,2,-170.5,-84.5,19.5,50.0,0.0,0.0,0,arunachal pradesh,upper subansiri,upper subansiri,arunachal pradesh,upper subansiri,0.5425893969897421,0.9385845077173809,83448.0
91,arunachal pradesh - upper subansiri,1,0,66.66666666666666,33.33333333333333,13,-210.92307692307693,-98.3076923076923,33.84615384615385,53.84615384615385,0.0,0.0,1,arunachal pradesh,upper subansiri,upper subansiri,arunachal pradesh,upper subansiri,0.5425893969897421,0.9385845077173809,83448.0
92,arunachal pradesh - west kameng,0,1,91.11111111111111,8.88888888888889,13,-172.15384615384616,-122.6923076923077,-33.61538461538461,30.76923076923077,23.07692307692308,0.0,0,arunachal pradesh,west kameng,west kameng,arunachal pradesh,west kameng,0.5776501840446948,0.5524914529405458,83947.0
93,arunachal pradesh - west kameng,0,1,91.11111111111111,8.88888888888889,32,-97.125,-58.34375,-6.34375,21.875,9.375,9.375,1,arunachal pradesh,west kameng,west kameng,arunachal pradesh,west kameng,0.5776501840446948,0.5524914529405458,83947.0
94,arunachal pradesh - west kameng,1,1,64.70588235294117,35.294117647058826,4,-46.5,-231.0,-311.5,0.0,75.0,75.0,0,arunachal pradesh,west kameng,west kameng,arunachal pradesh,west kameng,0.5776501840446948,0.5524914529405458,83947.0
95,arunachal pradesh - west kameng,1,1,64.70588235294117,35.294117647058826,13,-182.46153846153845,-1.6153846153846154,152.6153846153846,53.84615384615385,7.6923076923076925,0.0,1,arunachal pradesh,west kameng,west kameng,arunachal pradesh,west kameng,0.5776501840446948,0.5524914529405458,83947.0
96,arunachal pradesh - west siang,0,0,60.0,40.0,4,77.0,-24.5,-91.0,25.0,25.0,50.0,0,arunachal pradesh,west siang,west siang,arunachal pradesh,west siang,0.5766784829969539,0.8263979193758128,112274.0
97,arunachal pradesh - west siang,0,0,60.0,40.0,11,-41.0,-95.1818181818182,-103.27272727272728,9.090909090909092,18.181818181818183,36.36363636363637,1,arunachal pradesh,west siang,west siang,arunachal pradesh,west siang,0.5766784829969539,0.8263979193758128,112274.0
98,arunachal pradesh - west siang,1,0,70.0,30.0,1,147.0,7.0,-79.0,0.0,0.0,0.0,0,arunachal pradesh,west siang,west siang,arunachal pradesh,west siang,0.5766784829969539,0.8263979193758128,112274.0
99,arunachal pradesh - west siang,1,0,70.0,30.0,9,-92.44444444444444,-101.44444444444444,-63.888888888888886,22.22222222222222,22.22222222222222,0.0,1,arunachal pradesh,west siang,west siang,arunachal pradesh,west siang,0.5766784829969539,0.8263979193758128,112274.0
100,assam - baksa,0,0,97.58064516129032,2.419354838709677,99,-144.32323232323233,-135.27272727272728,-78.39393939393939,34.34343434343434,26.262626262626267,12.12121212121212,0,assam,baksa,baksa,assam,baksa,0.6029387153645764,0.42532431650132885,950075.0
101,assam - baksa,0,0,97.58064516129032,2.419354838709677,149,-119.9261744966443,-105.6979865771812,-53.604026845637584,26.845637583892614,20.13422818791946,8.053691275167784,1,assam,baksa,baksa,assam,baksa,0.6029387153645764,0.42532431650132885,950075.0
102,assam - baksa,1,0,99.51456310679612,0.4854368932038834,65,-120.64615384615384,-152.07692307692307,-110.92307692307692,40.0,29.230769230769237,21.53846153846154,0,assam,baksa,baksa,assam,baksa,0.6029387153645764,0.42532431650132885,950075.0
103,assam - baksa,1,0,99.51456310679612,0.4854368932038834,141,-141.6241134751773,-118.43971631205672,-45.66666666666666,41.84397163120568,29.07801418439716,14.893617021276595,1,assam,baksa,baksa,assam,baksa,0.6029387153645764,0.42532431650132885,950075.0
104,assam - barpeta,0,0,74.57627118644068,25.42372881355932,35,-89.25714285714285,-78.54285714285714,-41.371428571428574,22.857142857142858,22.857142857142858,11.428571428571429,0,assam,barpeta,barpeta,assam,barpeta,0.529668367557814,0.07242702326729342,1693622.0
105,assam - barpeta,0,0,74.57627118644068,25.42372881355932,24,-172.41666666666666,-134.08333333333334,-46.79166666666666,45.83333333333333,29.166666666666668,12.5,1,assam,barpeta,barpeta,assam,barpeta,0.529668367557814,0.07242702326729342,1693622.0
106,assam - barpeta,1,0,81.69014084507043,18.30985915492958,37,-93.27027027027027,-117.0,-92.54054054054056,24.324324324324326,18.91891891891892,21.62162162162162,0,assam,barpeta,barpeta,assam,barpeta,0.529668367557814,0.07242702326729342,1693622.0
107,assam - barpeta,1,0,81.69014084507043,18.30985915492958,34,-137.7058823529412,-126.91176470588236,-66.17647058823529,26.47058823529412,17.647058823529413,14.705882352941178,1,assam,barpeta,barpeta,assam,barpeta,0.529668367557814,0.07242702326729342,1693622.0
108,assam - bongaigaon,0,0,85.41666666666666,14.583333333333334,75,-113.05333333333331,-100.90666666666668,-53.13333333333333,29.33333333333333,18.666666666666668,20.0,0,assam,bongaigaon,bongaigaon,assam,bongaigaon,0.5875414859692151,0.13754527587831145,738804.0
109,assam - bongaigaon,0,0,85.41666666666666,14.583333333333334,69,-141.08695652173913,-137.0,-75.68115942028986,37.68115942028986,28.98550724637681,21.73913043478261,1,assam,bongaigaon,bongaigaon,assam,bongaigaon,0.5875414859692151,0.13754527587831145,738804.0
110,assam - bongaigaon,1,0,81.11111111111111,18.88888888888889,59,-181.57627118644064,-134.98305084745763,-43.01694915254237,40.67796610169492,23.728813559322035,13.559322033898304,0,assam,bongaigaon,bongaigaon,assam,bongaigaon,0.5875414859692151,0.13754527587831145,738804.0
111,assam - bongaigaon,1,0,81.11111111111111,18.88888888888889,31,-196.3548387096774,-111.03225806451611,2.967741935483871,51.61290322580645,19.35483870967742,12.903225806451612,1,assam,bongaigaon,bongaigaon,assam,bongaigaon,0.5875414859692151,0.13754527587831145,738804.0
112,assam - cachar,0,0,87.1951219512195,12.804878048780488,112,-108.72321428571428,-147.21428571428572,-122.28571428571428,35.714285714285715,34.82142857142857,36.60714285714285,0,assam,cachar,cachar,assam,cachar,0.6761007176596797,0.16265302021113465,1736617.0
113,assam - cachar,0,0,87.1951219512195,12.804878048780488,52,-147.25,-189.09615384615384,-149.69230769230768,44.230769230769226,51.92307692307693,32.69230769230769,1,assam,cachar,cachar,assam,cachar,0.6761007176596797,0.16265302021113465,1736617.0
114,assam - cachar,1,0,75.55555555555556,24.444444444444443,60,-90.25,-133.91666666666666,-117.86666666666666,28.33333333333333,33.33333333333333,35.0,0,assam,cachar,cachar,assam,cachar,0.6761007176596797,0.16265302021113465,1736617.0
115,assam - cachar,1,0,75.55555555555556,24.444444444444443,120,-134.05833333333334,-142.36666666666667,-93.15,30.0,32.5,30.0,1,assam,cachar,cachar,assam,cachar,0.6761007176596797,0.16265302021113465,1736617.0
116,assam - chirang,0,0,94.70588235294116,5.294117647058823,49,-117.42857142857144,-108.04081632653062,-65.16326530612245,26.53061224489796,20.40816326530612,14.285714285714285,0,assam,chirang,chirang,assam,chirang,0.5390345983300219,0.4434671334530718,482162.0
117,assam - chirang,0,0,94.70588235294116,5.294117647058823,121,-111.63636363636364,-91.95867768595042,-40.48760330578512,28.92561983471074,11.570247933884298,4.958677685950414,1,assam,chirang,chirang,assam,chirang,0.5390345983300219,0.4434671334530718,482162.0
118,assam - chirang,1,0,96.7741935483871,3.225806451612903,38,-136.05263157894737,-148.1578947368421,-93.1842105263158,34.21052631578947,36.84210526315789,26.31578947368421,0,assam,chirang,chirang,assam,chirang,0.5390345983300219,0.4434671334530718,482162.0
119,assam - chirang,1,0,96.7741935483871,3.225806451612903,117,-149.86324786324786,-148.67521367521368,-87.62393162393163,43.58974358974359,35.8974358974359,15.384615384615383,1,assam,chirang,chirang,assam,chirang,0.5390345983300219,0.4434671334530718,482162.0
120,assam - darrang,0,0,88.54961832061069,11.450381679389311,106,-149.33962264150944,-129.25471698113208,-62.58490566037736,28.30188679245283,25.471698113207548,15.09433962264151,0,assam,darrang,darrang,assam,darrang,0.524543887991384,0.05242757135164244,928500.0
121,assam - darrang,0,0,88.54961832061069,11.450381679389311,25,-99.36,-95.28,-54.84,12.0,12.0,8.0,1,assam,darrang,darrang,assam,darrang,0.524543887991384,0.05242757135164244,928500.0
122,assam - darrang,1,0,80.35714285714286,19.642857142857142,39,-173.51282051282053,-139.17948717948718,-44.46153846153846,43.58974358974359,23.07692307692308,15.384615384615383,0,assam,darrang,darrang,assam,darrang,0.524543887991384,0.05242757135164244,928500.0
123,assam - darrang,1,0,80.35714285714286,19.642857142857142,17,-110.05882352941175,-145.41176470588235,-132.23529411764707,29.411764705882355,17.647058823529413,29.411764705882355,1,assam,darrang,darrang,assam,darrang,0.524543887991384,0.05242757135164244,928500.0
124,assam - dhemaji,0,0,94.49035812672176,5.5096418732782375,168,-135.02380952380952,-108.77380952380952,-45.38095238095238,35.714285714285715,17.857142857142858,7.738095238095238,0,assam,dhemaji,dhemaji,assam,dhemaji,0.6165393589872518,0.5389407010011179,686133.0
125,assam - dhemaji,0,0,94.49035812672176,5.5096418732782375,195,-143.56923076923076,-100.81538461538462,-27.107692307692307,34.87179487179487,13.846153846153848,4.615384615384616,1,assam,dhemaji,dhemaji,assam,dhemaji,0.6165393589872518,0.5389407010011179,686133.0
126,assam - dhemaji,1,0,97.31800766283524,2.681992337164751,113,-129.35398230088495,-112.70796460176992,-54.7787610619469,35.39823008849557,22.12389380530973,15.04424778761062,0,assam,dhemaji,dhemaji,assam,dhemaji,0.6165393589872518,0.5389407010011179,686133.0
127,assam - dhemaji,1,0,97.31800766283524,2.681992337164751,148,-140.7972972972973,-132.0,-73.25,39.18918918918919,26.351351351351347,17.56756756756757,1,assam,dhemaji,dhemaji,assam,dhemaji,0.6165393589872518,0.5389407010011179,686133.0
128,assam - dhubri,0,0,69.23076923076923,30.76923076923077,26,-98.03846153846152,-107.96153846153848,-72.76923076923077,26.923076923076923,26.923076923076923,23.07692307692308,0,assam,dhubri,dhubri,assam,dhubri,0.47317543393434836,0.03936215729267239,1949258.0
129,assam - dhubri,0,0,69.23076923076923,30.76923076923077,13,-147.46153846153845,-152.15384615384616,-94.53846153846152,38.46153846153847,30.76923076923077,7.6923076923076925,1,assam,dhubri,dhubri,assam,dhubri,0.47317543393434836,0.03936215729267239,1949258.0
130,assam - dhubri,1,0,85.0,15.0,43,-99.55813953488372,-111.83720930232558,-76.32558139534883,25.58139534883721,23.25581395348837,20.930232558139537,0,assam,dhubri,dhubri,assam,dhubri,0.47317543393434836,0.03936215729267239,1949258.0
131,assam - dhubri,1,0,85.0,15.0,17,-185.23529411764707,-139.1764705882353,-24.47058823529412,52.94117647058824,23.52941176470588,17.647058823529413,1,assam,dhubri,dhubri,assam,dhubri,0.47317543393434836,0.03936215729267239,1949258.0
132,assam - dibrugarh,0,0,86.63967611336032,13.360323886639677,208,-120.5048076923077,-143.32692307692307,-104.6875,33.17307692307692,36.05769230769231,23.07692307692308,0,assam,dibrugarh,dibrugarh,assam,dibrugarh,0.6668986342062903,0.12195033683043877,1326335.0
133,assam - dibrugarh,0,0,86.63967611336032,13.360323886639677,39,-117.28205128205128,-99.07692307692308,-47.82051282051282,35.8974358974359,15.384615384615383,2.564102564102564,1,assam,dibrugarh,dibrugarh,assam,dibrugarh,0.6668986342062903,0.12195033683043877,1326335.0
134,assam - dibrugarh,1,0,86.63594470046083,13.36405529953917,183,-107.44262295081968,-138.5846994535519,-110.20218579234972,30.05464480874317,33.33333333333333,21.85792349726776,0,assam,dibrugarh,dibrugarh,assam,dibrugarh,0.6668986342062903,0.12195033683043877,1326335.0
135,assam - dibrugarh,1,0,86.63594470046083,13.36405529953917,34,-75.20588235294117,-104.26470588235294,-90.82352941176472,14.705882352941178,17.647058823529413,14.705882352941178,1,assam,dibrugarh,dibrugarh,assam,dibrugarh,0.6668986342062903,0.12195033683043877,1326335.0
136,assam - dima hasao,0,0,79.32330827067669,20.676691729323306,57,-138.859649122807,-116.0701754385965,-54.333333333333336,35.08771929824561,22.807017543859647,1.7543859649122806,0,assam,dima hasao,dima hasao,assam,dima hasao,0.6579714341762337,0.7294653949986455,214102.0
137,assam - dima hasao,0,0,79.32330827067669,20.676691729323306,209,-150.19138755980862,-111.57894736842104,-36.85645933014354,36.84210526315789,17.703349282296653,6.220095693779904,1,assam,dima hasao,dima hasao,assam,dima hasao,0.6579714341762337,0.7294653949986455,214102.0
